i,in,out
0,-3.9342264827273885,0.7122046146962401
1,3.7814672419289797,-0.5970948445051577
2,1.130924535031661,0.9048062647317375
3,-4.501720432008426,0.9778913306381317
4,0.5792480440397241,0.5473947988392888
5,4.081226028759959,-0.8073418152021808
6,4.921672010528523,-0.9781801227994338
7,2.6168651464038284,0.5009771915126936
8,-0.8969918404632704,-0.7814534663241828
9,1.014891238538742,0.8494231620295571
10,0.31383951862253956,0.3087128813662382
11,4.594106520720146,-0.9930127819324632
12,-3.69145731753312,0.5225718468372487
13,2.687341413274833,0.43878960903385267
14,-4.419216189607919,0.9573317873269868
15,4.882667376495872,-0.985537629008533
16,1.9342163460531558,0.9346865679964672
17,-1.7683190157243445,-0.9805557357032632
18,-3.9534563373174505,0.7255709227968802
19,-3.5373619885965866,0.3855181684268836
20,-3.277584230371496,0.13557279943307612
21,4.859937593237479,-0.9891344373773826
22,4.099115664240923,-0.8177684537928969
23,0.24008107066006534,0.23778137265667157
24,2.6450374869871442,0.47639957422607554
25,3.539894362731398,-0.3878535520159664
26,2.2115281760515537,0.8016584860808957
27,4.958075808604824,-0.9699705016340083
28,-4.621896120553934,0.9959083145233999
29,4.6089895613816845,-0.9946590411647958
30,4.889049179126451,-0.9844361278459494
31,-3.1268234354904454,-0.014768681170764153
32,-2.488856759822138,-0.6073621387785043
33,-3.890544461829294,0.6808714354599217
34,-2.996843485517787,-0.14424422549350763
35,-1.9571226776859463,-0.9262994944086879
36,-4.091295263037392,0.8132424817669285
37,4.533751948986945,-0.9840867905651145
38,-3.4370648648917,0.2911916304770481
39,4.127016528980212,-0.8335063606300019
40,-0.18211461162142784,-0.18110961890919333
41,4.485548810401266,-0.9743819032340433
42,-0.23647533075387028,-0.23427751190520194
43,-0.21050085863057233,-0.20894972890316613
44,2.681905791396697,0.4436674972904303
45,-0.5490043925964438,-0.5218381902923251
46,1.487017116856022,0.9964925742501155
47,-0.6838019254003169,-0.6317447458846074
48,-3.6590079392793484,0.4946354159241168
49,-3.8941536672983146,0.6835103878365776
50,3.0476906001640316,0.09376411586424893
51,-1.7102349934622385,-0.9902941704040111
52,2.820017522995707,0.31606133952040677
53,3.483335815246101,-0.33512995842390114
54,1.6728436405879576,0.9947976898137495
55,-4.263604554409421,0.9009751697680488
56,-3.8709184454355325,0.6663670808183494
57,-1.7379434591545506,-0.9860634103413931
58,1.494691295561238,0.9971054096316002
59,3.9734659622488366,-0.7391943261701571
60,1.7184600378477877,0.9891175097989251
61,-3.7915518306178884,0.6051539067252304
62,3.3260922960637074,-0.18345469097168673
63,2.9222852651730715,0.21755365291386003
64,-3.668087134517337,0.5025056545964955
65,2.609027693136985,0.50774474183588
66,-2.916716939503561,-0.22298520723256435
67,-2.906763997795464,-0.23267634739791368
68,-3.2011742760493886,0.0595463765568567
69,2.6361148053394134,0.484225585663386
70,2.380051304773615,0.6900378514407284
71,-2.9939806591964357,-0.14707651774938324
72,-0.5375007257350517,-0.5119907389091716
73,-3.982668113476704,0.745360518695405
74,1.794772483048851,0.9750220221657576
75,-2.2495298516402706,-0.7783684456829436
76,1.4296941980101385,0.9900616003587954
77,2.504010625946076,0.5952542521049012
78,3.0962015690144105,0.04537549925661788
79,2.7893040937204425,0.3450467183075123
80,1.219308682218735,0.9388615635158041
81,4.381860591134558,-0.9458709906183328
82,2.8994326695825547,0.23980014478274012
83,1.4912494100305695,0.9968378119955744
84,-4.91790309564386,0.9789561981509383
85,-1.3158636628975129,-0.9676802787175174
86,0.623831086415767,0.5841489276232256
87,4.529583705551826,-0.9833375950808347
88,1.0861364241101668,0.8848334541533895
89,3.476176627994021,-0.3283762425722792
90,-0.14223636262633343,-0.14175724589469044
91,2.5343082427038888,0.5706395233189852
92,-3.832386540287507,0.6371492635189161
93,-2.4002869651319445,-0.6752515464573258
94,-2.51992303375852,-0.5823932176620135
95,2.695290672414925,0.43163269721711245
96,-4.010444270946463,0.7635879255816251
97,-1.8736087245682187,-0.9545015916967616
98,-3.889466380708162,0.6800814501397072
99,-4.71181176358299,0.9999998334103866
100,0.5940591806521456,0.5597293684184464
101,2.407283383804625,0.6700745907916638
102,3.0197698171090215,0.12152173520078628
103,-4.560679268972189,0.988514136835463
104,-0.9601852797688437,-0.8192978158899902
105,0.3141949768940189,0.3090509578659997
106,0.7575854087973299,0.6871692558649198
107,-0.9608248542082887,-0.8196643599388103
108,4.226186757396318,-0.8841138235084249
109,-1.4579408585260811,-0.993638577721355
110,0.44346325901520656,0.4290702937653083
111,-2.3258387513392034,-0.7282424694678229
112,2.710749560578649,0.4176369968522556
113,-3.9527149195679745,0.7250605187281298
114,3.2157873197238596,-0.07412661313529015
115,0.9945290638374704,0.8385024470673109
116,3.9725932454337345,-0.7386062767759604
117,3.367850888953452,-0.22433270561982652
118,-1.2556927404345575,-0.9507642810523967
119,-3.781693753827816,0.5972765303822486
120,0.2721078975430369,0.26876237291428984
121,1.039292571664332,0.8620458969219726
122,2.1199270067824227,0.8529785823369109
123,-0.6321069974368765,-0.5908459608361221
124,4.5321195351759105,-0.9837954184140354
125,-4.983346209840782,0.9635151316708863
126,2.451244990039827,0.6368052778749312
127,-0.029961130617192078,-0.02995664828694895
128,-2.2931939556226855,-0.7502226100343052
129,-0.4996869298542861,-0.4791507702132167
130,1.5012488489639875,0.9975825488037825
131,0.989243944512298,0.8356108997153712
132,0.18515490344234609,0.1840987915293561
133,2.2654761837884427,0.7682586773489625
134,-0.8951269905407644,-0.7802885098518297
135,-0.5336986710902136,-0.5087211156103468
136,-4.841046635936328,0.9917350139922818
137,0.4036583342624367,0.3927852779151218
138,3.2468967274099727,-0.10510956313163557
139,-1.1509854753653126,-0.9131660512847424
140,-4.865534224196082,0.9882961686157425
141,-4.6314564780826775,0.9967267522876433
142,1.1348435929399492,0.9064681388201138
143,-1.8566048383001033,-0.9594340199870148
144,-0.2502320372894784,-0.24762877640430533
145,4.266584683690838,-0.9022641576371688
146,2.6841106202338647,0.4416904717001668
147,-3.222501118813619,0.08082022055267915
148,-4.511162674516388,0.9798222116113499
149,3.0976030851740157,0.04397538255043419
150,4.239899533818817,-0.8904380904756241
151,-0.9862466794409341,-0.8339606857859025
152,1.115841551545872,0.8982809018336625
153,3.5232059421680373,-0.3724181901154266
154,3.2536670217196995,-0.11183989402252319
155,3.0991783074897916,0.04240163017338562
156,3.5540039677590043,-0.4008196334326317
157,0.027447345474526097,0.02744389933039904
158,-1.5522953412113794,-0.9998288616478312
159,1.1754031090084116,0.9228451795858236
160,-4.326388647908028,0.926422285027077
161,-0.3383185265169186,-0.33190140447390526
162,1.4946729038721607,0.9971040111136713
163,-4.839136143316343,0.9919783258873133
164,-0.3469224122338088,-0.34000518616523095
165,2.7240194183815367,0.40554340245415466
166,-4.698595688240786,0.9999048740541123
167,0.869189967513323,0.7638063558728831
168,3.5739582507615775,-0.41901988081603087
169,3.6447040078197404,-0.48215368387125435
170,1.8945278694838241,0.9480549934928091
171,-3.5783733769468986,0.42302461703848043
172,2.768400238100437,0.3645899604653123
173,-2.1696402972984927,-0.825987806627529
174,4.503039689289099,-0.9781663543676837
175,2.167032376644591,0.8274550496237353
176,-3.5341500786380453,0.38255255484593326
177,-4.564159580650595,0.9890341230841159
178,4.741442437959207,-0.9995779779885869
179,1.6459556413746756,0.9971768680625387
180,4.698030516651731,-0.9998969190306111
181,-0.8214632432533586,-0.7321433022285172
182,-4.473711098002457,0.9716513966438254
183,1.4724455066924347,0.9951674553641906
184,-3.343584430513892,0.20062100942028055
185,-0.4587753551300944,-0.442850428238883
186,-0.7521849051788831,-0.6832358025437738
187,-3.1493083150941334,0.0077155849505044696
188,-0.8573902148595647,-0.7561372623954368
189,3.6330821884614606,-0.4719396311544208
190,4.038453163071377,-0.7813715138430156
191,0.6921549480580469,0.6381976980624615
192,2.505660845921618,0.5939274287096838
193,-0.4070291228302203,-0.3958829195941763
194,2.9529295133298437,0.18754592467733838
195,1.6159337014485287,0.9989814816482693
196,-1.1303633027830706,-0.9045671363848716
197,-1.0181055710925724,-0.8511150139070777
198,0.9926678444009351,0.8374868208752222
199,3.431956989672339,-0.286301328938079
